_index,_id,_version,_score,_source.agent.name,_source.agent.id,_source.manager.name,_source.rule.firedtimes,_source.rule.mail,_source.rule.level,_source.rule.pci_dss,_source.rule.hipaa,_source.rule.tsc,_source.rule.description,_source.rule.groups,_source.rule.id,_source.rule.nist_800_53,_source.rule.gpg13,_source.rule.gdpr,_source.decoder.name,_source.full_log,_source.input.type,_source.@timestamp,_source.location,_source.id,_source.timestamp,_source.agent.ip,_source.data.extra_data,_source.decoder.parent,_source.data.sca.scan_id,_source.data.sca.check.result,_source.data.sca.check.remediation,_source.data.sca.check.reason,_source.data.sca.check.compliance.cis_csc_v8,_source.data.sca.check.compliance.soc_2,_source.data.sca.check.compliance.pci_dss_4.0,_source.data.sca.check.compliance.nist_sp_800-53,_source.data.sca.check.compliance.pci_dss_3.2.1,_source.data.sca.check.compliance.mitre_tactics,_source.data.sca.check.compliance.mitre_techniques,_source.data.sca.check.compliance.cis,_source.data.sca.check.compliance.cmmc_v2.0,_source.data.sca.check.compliance.iso_27001-2013,_source.data.sca.check.compliance.cis_csc_v7,_source.data.sca.check.compliance.mitre_mitigations,_source.data.sca.check.description,_source.data.sca.check.id,_source.data.sca.check.title,_source.data.sca.check.rationale,_source.data.sca.check.directory,_source.data.sca.check.command,_source.data.sca.type,_source.data.sca.policy,_source.rule.cis_csc_v8,_source.rule.nist_sp_800-53,_source.rule.mitre_tactics,_source.rule.mitre_techniques,_source.rule.cis,_source.rule.iso_27001-2013,_source.rule.mitre_mitigations,_source.rule.soc_2,_source.rule.cis_csc_v7,_source.data.sca.check.references,_source.data.sca.check.compliance.pci_dss_v4.0,_source.data.sca.check.compliance.pci_dss_v3.2.1,_source.data.sca.check.compliance.hipaa,_source.data.sca.check.file,_source.data.sca.check.compliance.nist_800-53,_source.data.sca.check.compliance.tsc,_source.rule.nist_800-53,_source.data.win.eventdata.subjectLogonId,_source.data.win.eventdata.subjectDomainName,_source.data.win.eventdata.targetLinkedLogonId,_source.data.win.eventdata.impersonationLevel,_source.data.win.eventdata.authenticationPackageName,_source.data.win.eventdata.targetLogonId,_source.data.win.eventdata.logonProcessName,_source.data.win.eventdata.logonGuid,_source.data.win.eventdata.targetUserName,_source.data.win.eventdata.keyLength,_source.data.win.eventdata.elevatedToken,_source.data.win.eventdata.subjectUserSid,_source.data.win.eventdata.processId,_source.data.win.eventdata.processName,_source.data.win.eventdata.targetDomainName,_source.data.win.eventdata.targetUserSid,_source.data.win.eventdata.virtualAccount,_source.data.win.eventdata.logonType,_source.data.win.eventdata.subjectUserName,_source.data.win.system.eventID,_source.data.win.system.keywords,_source.data.win.system.providerGuid,_source.data.win.system.level,_source.data.win.system.channel,_source.data.win.system.opcode,_source.data.win.system.message,_source.data.win.system.version,_source.data.win.system.systemTime,_source.data.win.system.eventRecordID,_source.data.win.system.threadID,_source.data.win.system.computer,_source.data.win.system.task,_source.data.win.system.processID,_source.data.win.system.severityValue,_source.data.win.system.providerName,_source.rule.mitre.technique,_source.rule.mitre.id,_source.rule.mitre.tactic,_source.data.win.eventdata.displayName,_source.data.win.eventdata.targetSid,_source.data.win.eventdata.privilegeList,_source.data.win.eventdata.addressLength,_source.data.win.eventdata.clientPID,_source.data.win.eventdata.address,_source.data.win.eventdata.queryName,_source.data.win.eventdata.data,_source.data.win.system.eventSourceName,_source.data.win.eventdata.ipAddress,_source.data.win.eventdata.workstationName,_source.data.win.eventdata.subStatus,_source.data.win.eventdata.ipPort,_source.data.win.eventdata.failureReason,_source.data.win.eventdata.status,_source.data.sca.check.compliance.cis_csc,_source.rule.cis_csc,_source.data.sca.check.registry,_source.data.sca.check.compliance.pci_dss,_source.data.sca.check.compliance.nist_800_53,_source.data.sca.check.compliance.gdpr_IV,_source.data.sca.check.compliance.gpg13,_source.rule.gdpr_IV,_source.data.sca.check.compliance.gpg_13,_source.rule.gpg_13,_source.data.sca.score,_source.data.sca.total_checks,_source.data.sca.file,_source.data.sca.policy_id,_source.data.sca.invalid,_source.data.sca.description,_source.data.sca.passed,_source.data.sca.failed,_source.data.win.eventdata.binary,_source.data.win.eventdata.serviceType,_source.data.win.eventdata.accountName,_source.data.win.eventdata.imagePath,_source.data.win.eventdata.startType,_source.data.win.eventdata.serviceName,_source.data.win.eventdata.param3,_source.data.win.eventdata.param4,_source.data.win.eventdata.param1,_source.data.win.eventdata.param2,_source.rule.info
wazuh-alerts-4.x-2025.11.19,BPirnJoB8m9leijeQez0,1,1,Mr-Chandan-Prasad-indian,1,wazuh.manager,212,FALSE,7,"[""2.2"",""2.2.5""]", ,"[""CC7.1"",""CC7.2"",""CC6.3""]",CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0: Ensure 'Do not enumerate connected users on domain-joined computers' is set to 'Enabled'.,"[""sca""]",19007,"[""CM.1""]", ,"[""IV_35.7.d""]",sca, ,log,"Nov 19, 2025 @ 10:10:59.375",sca,1763565059,"Nov 19, 2025 @ 10:10:59.375",192.168.56.1, , ,535947556,failed,"To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Logon\Do not enumerate connected users on domain-joined computers. Note: This Group Policy path may not exist by default. It is provided by the Group Policy template Logon.admx/adml that is included with the Microsoft Windows 8.0 & Server 2012 (non-R2) Administrative Templates (or newer).", , , , , , , , ,18.8.28.3, , , , ,This policy setting prevents connected users from being enumerated on domain-joined computers. The recommended state for this setting is: Enabled.,26257,Ensure 'Do not enumerate connected users on domain-joined computers' is set to 'Enabled'.,"A malicious user could use this feature to gather account names of other users, that information could then be used in conjunction with other types of attacks such as guessing passwords or social engineering. The value of this countermeasure is small because a user with domain credentials could gather the same account information using other methods.", , ,check,CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0, , , , ,"[""18.8.28.3""]", , , , , , , , , , ,CC6.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"[""HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Windows\\System""]",2.2.5, , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.19,BfirnJoB8m9leijeQez0,1,1,Mr-Chandan-Prasad-indian,1,wazuh.manager,137,FALSE,3,"[""2.2"",""2.2.5""]", ,"[""CC7.1"",""CC7.2"",""CC6.3""]",CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0: Ensure 'Enumerate local users on domain-joined computers' is set to 'Disabled'.,"[""sca""]",19008,"[""CM.1""]", ,"[""IV_35.7.d""]",sca, ,log,"Nov 19, 2025 @ 10:10:59.390",sca,1763565059,"Nov 19, 2025 @ 10:10:59.390",192.168.56.1, , ,535947556,passed,"To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\System\Logon\Enumerate local users on domain-joined computers. Note: This Group Policy path may not exist by default. It is provided by the Group Policy template Logon.admx/adml that is included with the Microsoft Windows 8.0 & Server 2012 (non-R2) Administrative Templates (or newer).", , , , , , , , ,18.8.28.4, , , , ,This policy setting allows local users to be enumerated on domain-joined computers. The recommended state for this setting is: Disabled.,26258,Ensure 'Enumerate local users on domain-joined computers' is set to 'Disabled'.,"A malicious user could use this feature to gather account names of other users, that information could then be used in conjunction with other types of attacks such as guessing passwords or social engineering. The value of this countermeasure is small because a user with domain credentials could gather the same account information using other methods.", , ,check,CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0, , , , ,"[""18.8.28.4""]", , , , , , , , , , ,CC6.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"[""HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Windows\\System""]",2.2.5, , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.19,B_irnJoB8m9leijeQux0,1,1,Mr-Chandan-Prasad-indian,1,wazuh.manager,138,FALSE,3,"[""2.2"",""8.2""]", ,"[""CC7.1"",""CC7.2"",""CC6.1""]",CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0: Ensure 'Turn on convenience PIN sign-in' is set to 'Disabled'.,"[""sca""]",19008,"[""CM.1""]", ,"[""IV_35.7.d""]",sca, ,log,"Nov 19, 2025 @ 10:10:59.394",sca,1763565059,"Nov 19, 2025 @ 10:10:59.394",192.168.56.1, , ,535947556,passed,"To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\System\Logon\Turn on convenience PIN sign-in. Note: This Group Policy path may not exist by default. It is provided by the Group Policy template CredentialProviders.admx/adml that is included with the Microsoft Windows 8.0 & Server 2012 (non-R2) Administrative Templates (or newer). Note #2: In older Microsoft Windows Administrative Templates, this setting was initially named Turn on PIN sign-in, but it was renamed starting with the Windows 10 Release 1511 Administrative Templates.", , , , , , , , ,18.8.28.7, , , , ,"This policy setting allows you to control whether a domain user can sign in using a convenience PIN. In Windows 10, convenience PIN was replaced with Passport, which has stronger security properties. To configure Passport for domain users, use the policies under Computer Configuration\Administrative Templates\Windows Components\Microsoft Passport for Work. Note: The user's domain password will be cached in the system vault when using this feature. The recommended state for this setting is: Disabled.",26261,Ensure 'Turn on convenience PIN sign-in' is set to 'Disabled'.,"A PIN is created from a much smaller selection of characters than a password, so in most cases a PIN will be much less robust than a password.", , ,check,CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0, , , , ,"[""18.8.28.7""]", , , , , , , , , , ,CC6.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"[""HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Windows\\System""]",8.2, , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.19,DPirnJoB8m9leijeQux0,1,1,Mr-Chandan-Prasad-indian,1,wazuh.manager,219,FALSE,7,"[""2.2"",""8.2""]", ,"[""CC7.1"",""CC7.2"",""CC6.1""]",CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0: Ensure 'Allow network connectivity during connected-standby (plugged in)' is set to 'Disabled'.,"[""sca""]",19007,"[""CM.1""]", ,"[""IV_35.7.d""]",sca, ,log,"Nov 19, 2025 @ 10:10:59.435",sca,1763565059,"Nov 19, 2025 @ 10:10:59.435",192.168.56.1, , ,535947556,failed,"To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\System\Power Management\Sleep Settings\Allow network connectivity during connected-standby (plugged in). Note: This Group Policy path may not exist by default. It is provided by the Group Policy template Power.admx/adml that is included with the Microsoft Windows 10 Release 1607 & Server 2016 Administrative Templates (or newer).", , , , , , , , ,18.8.34.6.2, , , , ,This policy setting allows you to control the network connectivity state in standby on modern standby-capable systems. The recommended state for this setting is: Disabled.,26265,Ensure 'Allow network connectivity during connected-standby (plugged in)' is set to 'Disabled'.,"Disabling this setting ensures that the computer will not be accessible to attackers over a WLAN network while left unattended, plugged in and in a sleep state.", , ,check,CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0, , , , ,"[""18.8.34.6.2""]", , , , , , , , , , ,CC6.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"[""HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Power\\PowerSettings\\f15576e8-98b7-4186-b944-eafa664402d9""]",8.2, , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.19,EPirnJoB8m9leijeQux0,1,1,Mr-Chandan-Prasad-indian,1,wazuh.manager,220,FALSE,7,"[""2.2"",""2.2.5""]", ,"[""CC7.1"",""CC7.2"",""CC6.3""]",CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0: Ensure 'Configure Solicited Remote Assistance' is set to 'Disabled'.,"[""sca""]",19007,"[""CM.1""]", ,"[""IV_35.7.d""]",sca, ,log,"Nov 19, 2025 @ 10:10:59.478",sca,1763565059,"Nov 19, 2025 @ 10:10:59.478",192.168.56.1, , ,535947556,failed,"To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\System\Remote Assistance\Configure Solicited Remote Assistance. Note: This Group Policy path may not exist by default. It is provided by the Group Policy template RemoteAssistance.admx/adml that is included with the Microsoft Windows 8.0 & Server 2012 (non-R2) Administrative Templates (or newer).", , , , , , , , ,18.8.36.2, , , , ,This policy setting allows you to turn on or turn off Solicited (Ask for) Remote Assistance on this computer. The recommended state for this setting is: Disabled.,26269,Ensure 'Configure Solicited Remote Assistance' is set to 'Disabled'.,"There is slight risk that a rogue administrator will gain access to another user's desktop session, however, they cannot connect to a user's computer unannounced or control it without permission from the user. When an expert tries to connect, the user can still choose to deny the connection or give the expert view-only privileges. The user must explicitly click the Yes button to allow the expert to remotely control the workstation.", , ,check,CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0, , , , ,"[""18.8.36.2""]", , , , , , , , , , ,CC6.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"[""HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Windows NT\\Terminal Services""]",2.2.5, , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.19,HvirnJoB8m9leijeQux0,1,1,Mr-Chandan-Prasad-indian,1,wazuh.manager,232,FALSE,7,"[""2.2"",""2.2.4""]", ,"[""CC7.1"",""CC7.2"",""CC5.2""]",CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0: Ensure 'Turn off Autoplay' is set to 'Enabled: All drives'.,"[""sca""]",19007,"[""CM.1"",""CM.1""]", ,"[""IV_35.7.d""]",sca, ,log,"Nov 19, 2025 @ 10:10:59.643",sca,1763565059,"Nov 19, 2025 @ 10:10:59.643",192.168.56.1, , ,535947556,failed,"To establish the recommended configuration via GP, set the following UI path to Enabled: All drives: Computer Configuration\Policies\Administrative Templates\Windows Components\AutoPlay Policies\Turn off Autoplay. Note: This Group Policy path is provided by the Group Policy template AutoPlay.admx/adml that is included with all versions of the Microsoft Windows Administrative Templates.", , , , , , , , ,18.9.8.3, , , , ,"Autoplay starts to read from a drive as soon as you insert media in the drive, which causes the setup file for programs or audio media to start immediately. An attacker could use this feature to launch a program to damage the computer or data on the computer. Autoplay is disabled by default on some removable drive types, such as floppy disk and network drives, but not on CD-ROM drives. Note: You cannot use this policy setting to enable Autoplay on computer drives in which it is disabled by default, such as floppy disk and network drives. The recommended state for this setting is: Enabled: All drives.",26284,Ensure 'Turn off Autoplay' is set to 'Enabled: All drives'.,An attacker could use this feature to launch a program to damage a client computer or data on the computer., , ,check,CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0, , , , ,"[""18.9.8.3""]", , , , , , , , , , ,CC5.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10.3,"[""10.3""]","[""HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Policies\\Explorer""]",2.2.4,CM.1, , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.19,IfirnJoB8m9leijeQux0,1,1,Mr-Chandan-Prasad-indian,1,wazuh.manager,234,FALSE,7,"[""2.2""]", ,"[""CC7.1"",""CC7.2""]",CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0: Ensure 'Turn off cloud consumer account state content' is set to 'Enabled'.,"[""sca""]",19007,"[""CM.1""]", ,"[""IV_35.7.d""]",sca, ,log,"Nov 19, 2025 @ 10:10:59.686",sca,1763565059,"Nov 19, 2025 @ 10:10:59.686",192.168.56.1, , ,535947556,failed,"To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Cloud Content\Turn off cloud consumer account state content. Note: This Group Policy path may not exist by default. It is provided by the Group Policy template CloudContent.admx/adml that is included with the Microsoft Windows 10 Release 21H2 Administrative Templates (or newer).", , , , , , , , ,18.9.14.1, , , , ,This policy setting determines whether cloud consumer account state content is allowed in all Windows experiences. The recommended state for this setting is: Enabled.,26287,Ensure 'Turn off cloud consumer account state content' is set to 'Enabled'.,The use of consumer accounts in an enterprise managed environment is not good security practice as it could lead to possible data leakage., , ,check,CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0, , , , ,"[""18.9.14.1""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"[""HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Windows\\CloudContent""]", , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.19,IvirnJoB8m9leijeQux0,1,1,Mr-Chandan-Prasad-indian,1,wazuh.manager,235,FALSE,7,"[""2.2""]", ,"[""CC7.1"",""CC7.2""]",CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0: Ensure 'Turn off cloud optimized content' is set to 'Enabled'.,"[""sca""]",19007,"[""CM.1""]", ,"[""IV_35.7.d""]",sca, ,log,"Nov 19, 2025 @ 10:10:59.695",sca,1763565059,"Nov 19, 2025 @ 10:10:59.695",192.168.56.1, , ,535947556,failed,"To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Cloud Content\Turn off cloud optimized content. Note: This Group Policy path may not exist by default. It is provided by the Group Policy template CloudContent.admx/adml that is included with the Microsoft Windows 10 Release 20H2 Administrative Templates (or newer).", , , , , , , , ,18.9.14.2, , , , ,This policy setting turns off cloud optimized content in all Windows experiences. The recommended state for this setting is: Enabled.,26288,Ensure 'Turn off cloud optimized content' is set to 'Enabled'.,"Due to privacy concerns, data should never be sent to any 3rd party since this data could contain sensitive information.", , ,check,CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0, , , , ,"[""18.9.14.2""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"[""HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Windows\\CloudContent""]", , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.19,JfirnJoB8m9leijeQux0,1,1,Mr-Chandan-Prasad-indian,1,wazuh.manager,238,FALSE,7,"[""2.2"",""8.2.1""]", ,"[""CC7.1"",""CC7.2"",""CC6.1""]",CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0: Ensure 'Do not display the password reveal button' is set to 'Enabled'.,"[""sca""]",19007,"[""CM.1""]", ,"[""IV_35.7.d""]",sca, ,log,"Nov 19, 2025 @ 10:10:59.708",sca,1763565059,"Nov 19, 2025 @ 10:10:59.708",192.168.56.1, , ,535947556,failed,"To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Credential User Interface\Do not display the password reveal button. Note: This Group Policy path may not exist by default. It is provided by the Group Policy template CredUI.admx/adml that is included with the Microsoft Windows 8.0 & Server 2012 (non-R2) Administrative Templates (or newer).", , , , , , , , ,18.9.16.1, , , , ,This policy setting allows you to configure the display of the password reveal button in password entry user experiences. The recommended state for this setting is: Enabled.,26291,Ensure 'Do not display the password reveal button' is set to 'Enabled'.,"This is a useful feature when entering a long and complex password, especially when using a touchscreen. The potential risk is that someone else may see your password while surreptitiously observing your screen.", , ,check,CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0, , , , ,"[""18.9.16.1""]", , , , , , , , , , ,CC6.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"[""HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Windows\\CredUI""]",8.2.1, , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.19,JvirnJoB8m9leijeQux0,1,1,Mr-Chandan-Prasad-indian,1,wazuh.manager,239,FALSE,7,"[""2.2"",""4.1""]","[""164.312.a.2.IV"",""164.312.e.1"",""164.312.e.2.I"",""164.312.e.2.II""]","[""CC7.1"",""CC7.2"",""CC6.1"",""CC6.7"",""CC7.2""]",CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0: Ensure 'Require pin for pairing' is set to 'Enabled: First Time' OR 'Enabled: Always'.,"[""sca""]",19007,"[""CM.1"",""SC.8""]", ,"[""IV_35.7.d""]",sca, ,log,"Nov 19, 2025 @ 10:10:59.706",sca,1763565059,"Nov 19, 2025 @ 10:10:59.706",192.168.56.1, , ,535947556,failed,"To establish the recommended configuration via GP, set the following UI path to Enabled: First Time OR Enabled: Always: Computer Configuration\Policies\Administrative Templates\Windows Components\Connect\Require pin for pairing. Note: This Group Policy path may not exist by default. It is provided by the Group Policy template WirelessDisplay.admx/adml that is included with the Microsoft Windows 10 Release 1607 & Server 2016 Administrative Templates (or newer). The new Choose one of the following actions sub-option was later added as of the Windows 10 Release 1809 Administrative Templates. Choosing Enabled in the older templates is the equivalent of choosing Enabled: First Time in the newer templates.", , , , , , , , ,18.9.15.1, , , , ,This policy setting controls whether or not a PIN is required for pairing to a wireless display device. The recommended state for this setting is: Enabled: First Time OR Enabled: Always.,26290,Ensure 'Require pin for pairing' is set to 'Enabled: First Time' OR 'Enabled: Always'.,"If this setting is not configured or disabled then a PIN would not be required when pairing wireless display devices to the system, increasing the risk of unauthorized use.", , ,check,CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0, , , , ,"[""18.9.15.1""]", , , , , , , ,"164.312.a.2.IV,164.312.e.1,164.312.e.2.I,164.312.e.2.II", , ,"CC6.1,CC6.7,CC7.2", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"[""HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Windows\\Connect""]",4.1,SC.8, , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.19,KPirnJoB8m9leijeQux0,1,1,Mr-Chandan-Prasad-indian,1,wazuh.manager,241,FALSE,7,"[""2.2"",""4.1""]","[""164.312.a.2.IV"",""164.312.e.1"",""164.312.e.2.I"",""164.312.e.2.II""]","[""CC7.1"",""CC7.2"",""CC6.1"",""CC6.7"",""CC7.2""]",CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0: Ensure 'Allow Diagnostic Data' is set to 'Enabled: Diagnostic data off (not recommended)' or 'Enabled: Send required diagnostic data'.,"[""sca""]",19007,"[""CM.1"",""SC.8""]", ,"[""IV_35.7.d""]",sca, ,log,"Nov 19, 2025 @ 10:10:59.751",sca,1763565059,"Nov 19, 2025 @ 10:10:59.751",192.168.56.1, , ,535947556,failed,"To establish the recommended configuration via GP, set the following UI path to Enabled: Diagnostic data off (not recommended) or Enabled: Send required diagnostic data: Computer Configuration\Policies\Administrative Templates\Windows Components\Data Collection and Preview Builds\Allow Diagnostic Data. Note: This Group Policy path may not exist by default. It is provided by the Group Policy template DataCollection.admx/adml that is included with the Microsoft Windows 11 Release 21H2 Administrative Templates (or newer). Note #2: In older Microsoft Windows Administrative Templates, this setting was initially named Allow Telemetry, but it was renamed to Allow Diagnostic Data starting with the Windows 11 Release 21H2 Administrative Templates.", , , , , , , , ,18.9.17.1, , , , ,"This policy setting determines the amount of diagnostic and usage data reported to Microsoft: - A value of (0) Diagnostic data off (not recommended). Using this value, no diagnostic data is sent from the device. This value is only supported on Enterprise, Education, and Server editions. If you choose this setting, devices in your organization will still be secure. - A value of (1) Send required diagnostic data. This is the minimum diagnostic data necessary to keep Windows secure, up to date, and performing as expected. Using this value disables the Optional diagnostic data control in the Settings app. - A value of (3)Send optional diagnostic data. Additional diagnostic data is collected that helps us to detect, diagnose and fix issues, as well as make product improvements. Required diagnostic data will always be included when you choose to send optional diagnostic data. Optional diagnostic data can also include diagnostic log files and crash dumps. Use the Limit Dump Collection and the Limit  Diagnostic Log Collection policies for more granular control of what optional diagnostic data is sent. Windows telemetry settings apply to the Windows operating system and some first party apps. This setting does not apply to third party apps running on Windows 10/11. The recommended state for this setting is: Enabled: Diagnostic data off (not recommended) or Enabled: Send required diagnostic data. Note: If your organization relies on Windows Update, the minimum recommended setting is Required diagnostic data. Because no Windows Update information is collected when diagnostic data is off, important information about update failures is not sent. Microsoft uses this information to fix the causes of those failures and improve the quality of updates. Note #2: The Configure diagnostic data opt-in settings user interface group policy can be used to prevent end users from changing their data collection settings. Note #3: Enhanced diagnostic data setting is not available on Windows 11 and Windows Server 2022 and has been replaced with policies that can control the amount of optional diagnostic data that is sent. For more information on these settings visit Manage diagnostic data using Group Policy and MDM",26294,Ensure 'Allow Diagnostic Data' is set to 'Enabled: Diagnostic data off (not recommended)' or 'Enabled: Send required diagnostic data'.,Sending any data to a 3rd party vendor is a security concern and should only be done on an as needed basis., , ,check,CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0, , , , ,"[""18.9.17.1""]", , , , , , , ,"164.312.a.2.IV,164.312.e.1,164.312.e.2.I,164.312.e.2.II", , ,"CC6.1,CC6.7,CC7.2", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"[""HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Windows\\DataCollection""]",4.1,SC.8, , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.11.19,KvirnJoB8m9leijeQux0,1,1,Mr-Chandan-Prasad-indian,1,wazuh.manager,242,FALSE,7,"[""2.2"",""4.1""]","[""164.312.a.2.IV"",""164.312.e.1"",""164.312.e.2.I"",""164.312.e.2.II""]","[""CC7.1"",""CC7.2"",""CC6.1"",""CC6.7"",""CC7.2""]",CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0: Ensure 'Configure Authenticated Proxy usage for the Connected User Experience and Telemetry service' is set to 'Enabled: Disable Authenticated Proxy usage'.,"[""sca""]",19007,"[""CM.1"",""SC.8""]", ,"[""IV_35.7.d""]",sca, ,log,"Nov 19, 2025 @ 10:10:59.752",sca,1763565059,"Nov 19, 2025 @ 10:10:59.752",192.168.56.1, , ,535947556,failed,"To establish the recommended configuration via GP, set the following UI path to Enabled: Disable Authenticated Proxy usage: Computer Configuration\Policies\Administrative Templates\Windows Components\Data Collection and Preview Builds\Configure Authenticated Proxy usage for the Connected User Experience and Telemetry service. Note: This Group Policy path may not exist by default. It is provided by the Group Policy template DataCollection.admx/adml that is included with the Microsoft Windows 10 Release 1703 Administrative Templates (or newer).", , , , , , , , ,18.9.17.2, , , , ,This policy setting controls whether the Connected User Experience and Telemetry service can automatically use an authenticated proxy to send data back to Microsoft. The recommended state for this setting is: Enabled: Disable Authenticated Proxy usage.,26295,Ensure 'Configure Authenticated Proxy usage for the Connected User Experience and Telemetry service' is set to 'Enabled: Disable Authenticated Proxy usage'.,Sending any data to a 3rd party vendor is a security concern and should only be done on an as needed basis., , ,check,CIS Microsoft Windows 11 Enterprise Benchmark v1.0.0, , , , ,"[""18.9.17.2""]", , , , , , , ,"164.312.a.2.IV,164.312.e.1,164.312.e.2.I,164.312.e.2.II", , ,"CC6.1,CC6.7,CC7.2", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"[""HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Windows\\DataCollection""]",4.1,SC.8, , , , , , , , , , , , , , , , , , , , , , , , 
